order_id,order_date,customer_id,customer_name,city,state,category,product_name,quantity,unit_price,total_sales
866,2025-07-19,1098,Robert,Pune,Tamil Nadu,Furniture,Table,4,10270,41080
867,2025-11-10,1092,Alice,Pune,Telangana,Accessories,Webcam,4,35543,142172
868,2025-05-26,1040,David,Delhi,Telangana,Accessories,Headphones,9,24664,221976
869,2024-04-15,1015,Alice,Hyderabad,Maharashtra,Accessories,Webcam,8,33378,267024
870,2025-11-14,1054,Michael,Pune,Delhi,Electronics,Keyboard,5,43528,217640
871,2024-08-31,1079,William,Mumbai,Karnataka,Accessories,USB Cable,9,4653,41877
872,2025-07-28,1068,John,Mumbai,Delhi,Electronics,Mouse,8,18692,149536
873,2024-11-30,1053,John,Delhi,Maharashtra,Accessories,USB Cable,8,21796,174368
874,2025-07-08,1039,Michael,Hyderabad,Delhi,Accessories,Headphones,9,6691,60219
875,2024-04-12,1079,Sophia,Mumbai,Karnataka,Furniture,Table,6,33879,203274
876,2025-04-10,1070,Sophia,Pune,Maharashtra,Furniture,Chair,4,40044,160176
877,2024-03-11,1004,John,Pune,Delhi,Accessories,USB Cable,5,27882,139410
878,2024-03-13,1021,Olivia,Chennai,Tamil Nadu,Accessories,Webcam,6,2284,13704
879,2025-11-19,1004,Sophia,Pune,Maharashtra,Accessories,USB Cable,10,43334,433340
880,2024-05-09,1023,David,Pune,Maharashtra,Accessories,Headphones,1,31307,31307
881,2024-11-21,1046,David,Bangalore,Karnataka,Electronics,Keyboard,6,46436,278616
882,2025-10-23,1040,Alice,Pune,Karnataka,Electronics,Keyboard,2,49597,99194
883,2024-04-13,1082,Robert,Mumbai,Tamil Nadu,Accessories,Webcam,4,38299,153196
884,2024-08-28,1071,Sophia,Chennai,Tamil Nadu,Furniture,Chair,5,26508,132540
885,2025-08-30,1058,Alice,Delhi,Karnataka,Furniture,Chair,5,29755,148775
886,2024-03-06,1014,Alice,Bangalore,Delhi,Electronics,Keyboard,6,29902,179412
887,2025-04-25,1086,Olivia,Mumbai,Karnataka,Accessories,Webcam,3,22810,68430
888,2024-04-12,1037,Alice,Mumbai,Telangana,Furniture,Table,9,36356,327204
889,2024-01-19,1061,Michael,Chennai,Telangana,Electronics,Keyboard,3,34852,104556
890,2024-06-01,1062,Michael,Delhi,Telangana,Furniture,Desk,1,22646,22646
891,2024-10-26,1032,Olivia,Hyderabad,Delhi,Electronics,Laptop,7,14725,103075
892,2024-10-07,1045,Emma,Mumbai,Tamil Nadu,Furniture,Chair,5,15326,76630
893,2024-05-13,1008,David,Delhi,Delhi,Accessories,Webcam,2,19787,39574
894,2025-12-30,1031,Michael,Chennai,Tamil Nadu,Electronics,Mouse,3,9315,27945
895,2025-09-16,1088,Emma,Bangalore,Karnataka,Accessories,Headphones,8,43920,351360
896,2024-11-27,1084,Emma,Pune,Delhi,Electronics,Keyboard,9,31065,279585
897,2024-10-31,1053,Olivia,Hyderabad,Telangana,Electronics,Mouse,5,49289,246445
898,2025-07-14,1061,William,Bangalore,Delhi,Furniture,Chair,8,4949,39592
899,2024-10-03,1036,Robert,Bangalore,Delhi,Accessories,USB Cable,2,33330,66660
900,2025-12-18,1023,Sophia,Mumbai,Delhi,Electronics,Laptop,3,39461,118383
901,2025-02-27,1070,David,Chennai,Delhi,Furniture,Desk,4,39176,156704
902,2025-06-30,1017,Sophia,Bangalore,Karnataka,Electronics,Laptop,2,43120,86240
903,2025-10-17,1018,Alice,Mumbai,Karnataka,Accessories,USB Cable,6,49113,294678
904,2024-08-25,1074,Olivia,Mumbai,Maharashtra,Electronics,Laptop,5,4972,24860
905,2024-02-23,1039,Emma,Hyderabad,Karnataka,Furniture,Chair,4,8452,33808
906,2024-11-06,1073,William,Delhi,Maharashtra,Accessories,Webcam,5,6478,32390
907,2025-01-02,1054,James,Mumbai,Maharashtra,Furniture,Table,5,24666,123330
908,2025-08-15,1059,William,Chennai,Maharashtra,Accessories,Headphones,5,43917,219585
909,2024-04-29,1032,David,Mumbai,Delhi,Electronics,Keyboard,4,7668,30672
910,2024-08-23,1004,Emma,Chennai,Maharashtra,Accessories,Headphones,6,21486,128916
911,2024-10-27,1079,Sophia,Hyderabad,Tamil Nadu,Electronics,Keyboard,7,44836,313852
912,2024-04-23,1001,Olivia,Pune,Maharashtra,Electronics,Mouse,9,2260,20340
913,2024-10-08,1099,William,Delhi,Karnataka,Accessories,Headphones,7,7715,54005
914,2025-06-06,1004,Michael,Mumbai,Delhi,Accessories,USB Cable,8,43409,347272
915,2024-11-05,1043,Alice,Hyderabad,Tamil Nadu,Electronics,Monitor,2,13191,26382
916,2024-06-22,1098,Alice,Pune,Telangana,Accessories,Headphones,10,48295,482950
917,2024-01-12,1012,Michael,Bangalore,Delhi,Accessories,Webcam,3,7137,21411
918,2025-08-09,1047,David,Hyderabad,Delhi,Electronics,Monitor,10,707,7070
919,2024-01-09,1011,Olivia,Pune,Delhi,Accessories,Headphones,6,8773,52638
920,2025-09-10,1035,Sophia,Hyderabad,Tamil Nadu,Electronics,Monitor,10,45399,453990
921,2024-01-10,1098,Alice,Mumbai,Maharashtra,Electronics,Mouse,10,8497,84970
922,2025-06-01,1087,William,Pune,Tamil Nadu,Furniture,Table,4,45905,183620
923,2024-11-23,1011,William,Delhi,Delhi,Furniture,Chair,5,7595,37975
924,2025-10-19,1094,John,Bangalore,Tamil Nadu,Accessories,Webcam,2,31517,63034
925,2024-01-07,1060,Michael,Delhi,Tamil Nadu,Accessories,Headphones,1,32417,32417
926,2024-11-23,1092,William,Mumbai,Karnataka,Furniture,Desk,5,47088,235440
927,2024-10-03,1063,David,Mumbai,Delhi,Electronics,Laptop,8,40175,321400
928,2025-05-11,1092,James,Pune,Delhi,Furniture,Desk,8,46787,374296
929,2025-10-24,1024,James,Hyderabad,Tamil Nadu,Accessories,USB Cable,7,20620,144340
930,2025-09-19,1039,John,Delhi,Telangana,Furniture,Table,9,8500,76500
931,2024-01-18,1090,John,Mumbai,Maharashtra,Furniture,Desk,2,47744,95488
932,2025-07-07,1035,Emma,Pune,Karnataka,Accessories,Webcam,10,7769,77690
933,2024-10-05,1048,Robert,Bangalore,Tamil Nadu,Electronics,Mouse,8,29105,232840
934,2024-05-22,1039,Sophia,Delhi,Maharashtra,Furniture,Chair,2,41762,83524
935,2024-01-07,1091,Robert,Mumbai,Maharashtra,Accessories,USB Cable,2,38516,77032
936,2024-09-12,1012,William,Bangalore,Karnataka,Accessories,Headphones,5,682,3410
937,2024-10-01,1058,Emma,Hyderabad,Delhi,Electronics,Laptop,7,49620,347340
938,2025-11-12,1087,William,Delhi,Tamil Nadu,Electronics,Laptop,3,40762,122286
939,2025-04-07,1020,Robert,Pune,Telangana,Accessories,USB Cable,3,32890,98670
940,2024-06-03,1087,David,Delhi,Karnataka,Electronics,Keyboard,5,46898,234490
941,2024-11-21,1032,Robert,Bangalore,Delhi,Electronics,Keyboard,1,28918,28918
942,2025-04-08,1017,David,Bangalore,Maharashtra,Furniture,Chair,7,15105,105735
943,2025-07-12,1059,Sophia,Bangalore,Tamil Nadu,Electronics,Monitor,9,25528,229752
944,2024-10-15,1093,William,Mumbai,Tamil Nadu,Accessories,Headphones,1,4435,4435
945,2024-10-26,1041,Michael,Pune,Tamil Nadu,Electronics,Monitor,10,5999,59990
946,2024-03-21,1084,John,Bangalore,Tamil Nadu,Accessories,USB Cable,1,37431,37431
947,2024-12-01,1043,Sophia,Bangalore,Karnataka,Accessories,USB Cable,9,17957,161613
948,2025-11-29,1071,Michael,Delhi,Tamil Nadu,Electronics,Monitor,9,29222,262998
949,2024-11-13,1040,Robert,Chennai,Tamil Nadu,Electronics,Keyboard,4,16059,64236
950,2025-12-13,1018,James,Delhi,Delhi,Furniture,Chair,1,33860,33860
951,2024-11-01,1070,Michael,Bangalore,Tamil Nadu,Electronics,Keyboard,8,39287,314296
952,2025-10-31,1028,David,Hyderabad,Maharashtra,Accessories,Headphones,7,11007,77049
953,2025-05-03,1098,Emma,Mumbai,Tamil Nadu,Electronics,Monitor,6,41391,248346
954,2024-10-25,1064,John,Bangalore,Maharashtra,Furniture,Table,4,30874,123496
955,2024-03-28,1008,John,Mumbai,Delhi,Furniture,Chair,10,33006,330060
956,2024-06-21,1084,Alice,Hyderabad,Karnataka,Electronics,Mouse,9,1975,17775
957,2025-07-04,1090,Olivia,Delhi,Karnataka,Electronics,Keyboard,1,22079,22079
958,2025-11-01,1045,William,Hyderabad,Telangana,Electronics,Keyboard,6,47445,284670
959,2025-09-29,1077,James,Hyderabad,Telangana,Furniture,Chair,10,5994,59940
960,2025-06-16,1062,William,Pune,Delhi,Furniture,Chair,2,24956,49912
961,2025-07-17,1082,Olivia,Pune,Maharashtra,Electronics,Keyboard,3,35982,107946
962,2025-07-12,1074,Emma,Mumbai,Karnataka,Accessories,USB Cable,1,20931,20931
963,2024-11-02,1012,James,Bangalore,Tamil Nadu,Accessories,USB Cable,6,34889,209334
964,2025-10-16,1044,Alice,Bangalore,Telangana,Accessories,USB Cable,9,3368,30312
965,2024-08-13,1074,Emma,Hyderabad,Maharashtra,Electronics,Mouse,6,2146,12876
966,2025-03-17,1013,Michael,Chennai,Telangana,Electronics,Laptop,1,26681,26681
967,2024-06-13,1098,Emma,Mumbai,Maharashtra,Furniture,Table,9,26174,235566
968,2024-03-26,1095,William,Hyderabad,Telangana,Accessories,Headphones,9,22121,199089
969,2025-02-02,1022,Emma,Hyderabad,Telangana,Accessories,Headphones,2,23561,47122
970,2025-05-07,1034,William,Bangalore,Karnataka,Accessories,Webcam,5,18481,92405
971,2025-08-09,1021,Robert,Chennai,Telangana,Accessories,Webcam,8,42674,341392
972,2025-07-10,1024,Olivia,Mumbai,Tamil Nadu,Electronics,Mouse,10,39952,399520
973,2025-08-10,1034,John,Hyderabad,Telangana,Electronics,Keyboard,3,27193,81579
974,2024-04-21,1045,William,Pune,Delhi,Furniture,Table,10,21656,216560
975,2025-08-16,1023,Alice,Mumbai,Tamil Nadu,Furniture,Chair,1,31317,31317
976,2024-07-08,1066,Olivia,Hyderabad,Maharashtra,Furniture,Chair,4,29812,119248
977,2024-04-19,1050,Sophia,Pune,Maharashtra,Accessories,Webcam,8,7424,59392
978,2025-12-19,1061,Robert,Bangalore,Karnataka,Accessories,Headphones,5,32830,164150
979,2024-11-28,1096,Emma,Bangalore,Karnataka,Accessories,Headphones,10,29045,290450
980,2025-04-28,1070,Alice,Hyderabad,Tamil Nadu,Accessories,USB Cable,10,45105,451050
981,2025-03-17,1008,Robert,Bangalore,Maharashtra,Accessories,USB Cable,6,43713,262278
982,2025-09-23,1094,James,Mumbai,Tamil Nadu,Electronics,Keyboard,3,10478,31434
983,2025-02-27,1059,William,Mumbai,Maharashtra,Accessories,Headphones,3,32044,96132
984,2025-01-11,1046,Michael,Hyderabad,Telangana,Electronics,Laptop,1,12432,12432
985,2024-11-16,1061,Olivia,Mumbai,Telangana,Electronics,Keyboard,9,32331,290979
986,2025-07-05,1057,David,Hyderabad,Karnataka,Electronics,Laptop,2,23124,46248
987,2025-12-07,1035,Olivia,Hyderabad,Delhi,Electronics,Monitor,2,46873,93746
988,2025-12-19,1091,James,Hyderabad,Tamil Nadu,Electronics,Monitor,6,10774,64644
989,2025-09-04,1055,Michael,Pune,Telangana,Furniture,Table,9,1394,12546
990,2024-09-10,1032,David,Hyderabad,Maharashtra,Accessories,USB Cable,4,38112,152448
991,2024-12-31,1069,Emma,Mumbai,Telangana,Furniture,Table,5,19295,96475
992,2025-11-14,1064,Robert,Hyderabad,Maharashtra,Furniture,Chair,10,1236,12360
993,2025-08-14,1034,David,Pune,Delhi,Electronics,Mouse,8,47019,376152
994,2024-10-30,1025,Emma,Bangalore,Karnataka,Furniture,Chair,10,10204,102040
995,2025-09-16,1095,William,Bangalore,Tamil Nadu,Furniture,Desk,9,37169,334521
996,2024-03-16,1056,James,Chennai,Telangana,Electronics,Laptop,5,10651,53255
997,2025-02-18,1100,Sophia,Hyderabad,Delhi,Electronics,Laptop,8,5052,40416
998,2025-11-02,1061,David,Mumbai,Delhi,Electronics,Laptop,10,20055,200550
999,2024-01-24,1023,Olivia,Hyderabad,Delhi,Electronics,Laptop,3,33045,99135
1000,2024-01-08,1055,Olivia,Hyderabad,Maharashtra,Electronics,Laptop,7,12648,88536
1001,2024-02-11,1027,Alice,Delhi,Tamil Nadu,Furniture,Table,8,22045,176360
1002,2025-02-13,1051,John,Bangalore,Karnataka,Furniture,Chair,2,25280,50560
1003,2024-11-10,1097,Robert,Chennai,Karnataka,Furniture,Chair,7,46459,325213
1004,2025-11-04,1098,Olivia,Mumbai,Maharashtra,Electronics,Mouse,8,48539,388312
1005,2025-02-12,1043,David,Hyderabad,Telangana,Furniture,Table,10,30974,309740
1006,2025-07-16,1092,Michael,Mumbai,Delhi,Furniture,Table,8,26316,210528
1007,2025-12-23,1055,David,Mumbai,Karnataka,Furniture,Table,2,23241,46482
1008,2024-06-26,1051,John,Chennai,Maharashtra,Accessories,Webcam,4,5452,21808
1009,2024-08-22,1058,Robert,Bangalore,Telangana,Electronics,Monitor,5,23015,115075
1010,2024-08-21,1097,Alice,Chennai,Maharashtra,Electronics,Mouse,5,47240,236200
1011,2025-03-18,1066,Emma,Hyderabad,Delhi,Accessories,USB Cable,6,31115,186690
1012,2025-04-19,1066,Olivia,Pune,Maharashtra,Furniture,Desk,6,36596,219576
1013,2024-10-28,1011,Emma,Hyderabad,Maharashtra,Accessories,USB Cable,7,12102,84714
1014,2025-04-15,1024,David,Bangalore,Karnataka,Accessories,Headphones,3,31983,95949
1015,2025-03-09,1096,William,Bangalore,Karnataka,Electronics,Laptop,4,48195,192780
1016,2025-12-02,1046,Michael,Bangalore,Telangana,Accessories,Headphones,1,19129,19129
1017,2025-12-30,1034,Emma,Chennai,Delhi,Accessories,USB Cable,9,34978,314802
1018,2025-12-28,1054,Emma,Pune,Delhi,Accessories,USB Cable,4,34288,137152
1019,2025-04-12,1074,David,Pune,Delhi,Furniture,Table,4,28173,112692
1020,2025-06-06,1043,Michael,Delhi,Telangana,Electronics,Keyboard,8,26999,215992
1021,2024-01-12,1074,Emma,Hyderabad,Telangana,Electronics,Keyboard,7,25899,181293
1022,2025-10-19,1024,Sophia,Bangalore,Karnataka,Accessories,Webcam,2,5658,11316
1023,2025-10-28,1098,Emma,Delhi,Maharashtra,Electronics,Laptop,2,23532,47064
1024,2024-07-11,1004,Alice,Bangalore,Delhi,Furniture,Desk,1,29002,29002
1025,2024-12-21,1026,William,Pune,Karnataka,Furniture,Table,9,1839,16551
1026,2025-11-18,1056,William,Chennai,Tamil Nadu,Furniture,Table,8,27835,222680
1027,2024-04-12,1098,Olivia,Hyderabad,Karnataka,Accessories,Headphones,2,47906,95812
1028,2025-02-05,1037,James,Bangalore,Maharashtra,Accessories,USB Cable,8,34175,273400
1029,2025-03-10,1011,William,Pune,Maharashtra,Accessories,Headphones,3,19887,59661
1030,2025-02-03,1074,John,Delhi,Telangana,Electronics,Monitor,2,10616,21232
1031,2025-12-22,1002,Olivia,Pune,Tamil Nadu,Accessories,Webcam,7,31339,219373
1032,2025-12-13,1048,Sophia,Chennai,Telangana,Electronics,Monitor,1,37272,37272
1033,2025-01-20,1024,Alice,Bangalore,Delhi,Accessories,USB Cable,7,44677,312739
1034,2025-11-21,1028,Olivia,Mumbai,Karnataka,Accessories,Webcam,6,3609,21654
1035,2025-05-30,1029,Alice,Pune,Karnataka,Electronics,Monitor,8,23586,188688
1036,2025-12-19,1079,Emma,Chennai,Telangana,Electronics,Laptop,10,25773,257730
1037,2025-09-07,1046,Robert,Chennai,Delhi,Accessories,Headphones,2,25586,51172
1038,2025-06-08,1044,Olivia,Hyderabad,Delhi,Furniture,Table,5,37409,187045
1039,2025-09-07,1079,John,Delhi,Delhi,Furniture,Table,5,24277,121385
1040,2024-01-21,1088,Emma,Pune,Telangana,Electronics,Mouse,4,43277,173108
1041,2025-07-09,1028,Michael,Chennai,Delhi,Furniture,Desk,1,31835,31835
1042,2024-02-21,1045,Michael,Mumbai,Telangana,Accessories,Webcam,2,7176,14352
1043,2025-07-16,1047,Robert,Delhi,Karnataka,Electronics,Monitor,2,37933,75866
1044,2025-09-18,1009,Alice,Chennai,Tamil Nadu,Electronics,Monitor,4,47114,188456
1045,2025-07-21,1033,Michael,Bangalore,Tamil Nadu,Electronics,Mouse,6,19255,115530
1046,2025-06-06,1024,James,Delhi,Karnataka,Furniture,Desk,9,14404,129636
1047,2025-02-05,1019,James,Delhi,Maharashtra,Accessories,USB Cable,1,24397,24397
1048,2024-06-11,1049,David,Hyderabad,Maharashtra,Accessories,USB Cable,4,8051,32204
1049,2024-03-08,1049,David,Hyderabad,Delhi,Furniture,Chair,10,5134,51340
1050,2024-04-11,1004,Robert,Pune,Karnataka,Furniture,Chair,9,2373,21357
1051,2025-11-14,1043,David,Delhi,Tamil Nadu,Furniture,Chair,5,39166,195830
1052,2025-11-02,1082,Olivia,Bangalore,Telangana,Furniture,Table,3,38174,114522
1053,2025-08-15,1008,James,Hyderabad,Delhi,Furniture,Table,9,32273,290457
1054,2025-12-05,1030,David,Chennai,Tamil Nadu,Furniture,Desk,6,42915,257490
1055,2025-10-11,1038,James,Pune,Tamil Nadu,Furniture,Table,5,43517,217585
1056,2024-11-22,1093,David,Pune,Tamil Nadu,Electronics,Laptop,2,47833,95666
1057,2024-07-24,1080,William,Chennai,Tamil Nadu,Electronics,Keyboard,8,39522,316176
1058,2025-09-04,1095,Robert,Bangalore,Tamil Nadu,Accessories,Headphones,8,6501,52008
1059,2025-04-24,1014,David,Mumbai,Maharashtra,Furniture,Chair,7,3838,26866
1060,2024-07-29,1061,Olivia,Bangalore,Tamil Nadu,Furniture,Table,2,7095,14190
1061,2025-09-16,1045,John,Pune,Karnataka,Furniture,Chair,8,24998,199984
1062,2024-01-31,1023,John,Hyderabad,Maharashtra,Electronics,Mouse,4,11870,47480
1063,2024-06-10,1074,Olivia,Chennai,Karnataka,Accessories,USB Cable,8,38694,309552
1064,2025-07-31,1018,John,Bangalore,Karnataka,Furniture,Table,7,4415,30905
1065,2024-09-23,1057,Michael,Bangalore,Tamil Nadu,Accessories,Webcam,7,27648,193536
1066,2025-11-15,1037,Emma,Bangalore,Karnataka,Accessories,Headphones,7,38633,270431
1067,2025-11-12,1092,Michael,Pune,Maharashtra,Electronics,Keyboard,3,24398,73194
1068,2024-05-07,1029,Michael,Chennai,Maharashtra,Furniture,Chair,1,3358,3358
1069,2024-12-10,1074,Alice,Bangalore,Delhi,Furniture,Chair,4,44687,178748
1070,2024-04-23,1056,Sophia,Chennai,Delhi,Electronics,Monitor,2,7785,15570
1071,2024-08-02,1022,Michael,Delhi,Maharashtra,Accessories,USB Cable,8,46613,372904
1072,2025-03-19,1079,Robert,Pune,Karnataka,Furniture,Chair,6,11516,69096
1073,2024-12-28,1075,Robert,Delhi,Maharashtra,Electronics,Keyboard,1,23781,23781
1074,2024-10-11,1076,Emma,Mumbai,Maharashtra,Accessories,Webcam,9,19873,178857
1075,2025-08-25,1071,David,Hyderabad,Karnataka,Furniture,Table,1,17615,17615
1076,2024-07-28,1099,John,Hyderabad,Maharashtra,Accessories,USB Cable,3,18961,56883
1077,2025-10-02,1016,Emma,Hyderabad,Tamil Nadu,Furniture,Chair,5,17041,85205
1078,2025-08-08,1053,Sophia,Mumbai,Karnataka,Accessories,Webcam,4,47182,188728
1079,2025-07-07,1071,Emma,Mumbai,Delhi,Furniture,Desk,2,3697,7394
1080,2025-08-30,1006,David,Bangalore,Tamil Nadu,Accessories,Webcam,6,3763,22578
1081,2024-04-14,1080,John,Bangalore,Delhi,Electronics,Monitor,2,48968,97936
1082,2024-08-06,1065,Sophia,Delhi,Delhi,Furniture,Table,8,16556,132448
1083,2024-10-08,1041,Sophia,Hyderabad,Karnataka,Accessories,Headphones,9,1727,15543
1084,2024-01-08,1003,John,Pune,Maharashtra,Furniture,Desk,2,13202,26404
1085,2024-11-26,1044,Michael,Chennai,Delhi,Electronics,Mouse,7,1030,7210
1086,2025-05-19,1040,Sophia,Bangalore,Maharashtra,Electronics,Monitor,8,28251,226008
1087,2024-05-21,1082,James,Mumbai,Delhi,Electronics,Keyboard,8,41496,331968
1088,2024-03-25,1077,Robert,Mumbai,Delhi,Furniture,Desk,8,1730,13840
1089,2024-10-19,1003,William,Bangalore,Delhi,Accessories,Headphones,1,24573,24573
1090,2025-01-05,1081,Olivia,Delhi,Delhi,Electronics,Keyboard,1,25632,25632
1091,2024-11-08,1090,Emma,Delhi,Maharashtra,Electronics,Keyboard,10,10168,101680
1092,2025-11-09,1008,James,Delhi,Tamil Nadu,Accessories,USB Cable,6,41770,250620
1093,2024-09-16,1043,Robert,Pune,Delhi,Electronics,Mouse,5,34421,172105
1094,2025-02-12,1092,Olivia,Delhi,Tamil Nadu,Furniture,Chair,4,45713,182852
1095,2024-09-05,1086,Robert,Pune,Maharashtra,Accessories,Webcam,4,21723,86892
1096,2025-08-03,1067,Robert,Delhi,Telangana,Furniture,Desk,6,15118,90708
1097,2024-06-20,1073,Alice,Delhi,Karnataka,Electronics,Mouse,5,42310,211550
1098,2025-11-13,1073,Sophia,Pune,Maharashtra,Accessories,Webcam,1,12261,12261
1099,2025-10-04,1062,James,Hyderabad,Tamil Nadu,Furniture,Desk,7,38074,266518
1100,2024-10-27,1051,Michael,Delhi,Karnataka,Electronics,Keyboard,2,43183,86366
1101,2025-09-22,1038,Sophia,Bangalore,Tamil Nadu,Electronics,Laptop,7,17895,125265
1102,2024-04-08,1042,Sophia,Delhi,Telangana,Furniture,Table,3,17781,53343
1103,2024-03-27,1090,John,Hyderabad,Maharashtra,Accessories,USB Cable,7,4102,28714
1104,2024-01-26,1083,William,Delhi,Maharashtra,Accessories,Webcam,2,26131,52262
1105,2025-07-25,1005,Olivia,Pune,Delhi,Accessories,USB Cable,10,17036,170360
1106,2025-09-01,1053,Sophia,Bangalore,Tamil Nadu,Furniture,Desk,9,44428,399852
1107,2024-09-12,1026,Emma,Delhi,Tamil Nadu,Electronics,Laptop,6,690,4140
1108,2025-07-20,1011,Robert,Pune,Karnataka,Accessories,Headphones,5,30613,153065
1109,2025-02-20,1015,William,Hyderabad,Karnataka,Accessories,USB Cable,8,18166,145328
1110,2024-08-19,1048,Sophia,Delhi,Tamil Nadu,Electronics,Mouse,2,41019,82038
1111,2025-11-12,1008,Alice,Chennai,Tamil Nadu,Electronics,Mouse,3,39957,119871
1112,2025-07-13,1025,Sophia,Mumbai,Telangana,Furniture,Desk,4,42312,169248
1113,2025-02-18,1048,James,Mumbai,Telangana,Furniture,Chair,2,11789,23578
1114,2025-01-20,1070,Robert,Chennai,Maharashtra,Furniture,Desk,1,2665,2665
1115,2025-03-02,1083,James,Mumbai,Delhi,Electronics,Laptop,9,31582,284238
1116,2025-05-07,1031,David,Chennai,Tamil Nadu,Electronics,Keyboard,2,14572,29144
1117,2025-03-18,1048,John,Mumbai,Maharashtra,Accessories,Webcam,3,28799,86397
1118,2024-07-29,1094,Sophia,Pune,Maharashtra,Accessories,USB Cable,2,2205,4410
1119,2024-12-30,1060,Sophia,Bangalore,Karnataka,Accessories,USB Cable,2,11782,23564
1120,2024-08-04,1006,Olivia,Chennai,Maharashtra,Furniture,Chair,8,13194,105552
1121,2024-01-15,1095,William,Chennai,Tamil Nadu,Accessories,Headphones,10,6699,66990
1122,2024-05-07,1012,John,Hyderabad,Tamil Nadu,Electronics,Laptop,1,16025,16025
1123,2024-07-23,1070,John,Chennai,Telangana,Furniture,Chair,2,9759,19518
1124,2024-12-11,1031,Robert,Mumbai,Delhi,Accessories,Webcam,1,34175,34175
1125,2024-12-29,1093,Michael,Hyderabad,Tamil Nadu,Furniture,Chair,6,31690,190140
1126,2024-06-04,1088,Emma,Chennai,Delhi,Accessories,Headphones,7,39998,279986
1127,2025-10-20,1007,Sophia,Pune,Telangana,Furniture,Table,1,17374,17374
1128,2024-03-06,1043,Alice,Delhi,Delhi,Furniture,Chair,10,39504,395040
1129,2025-03-06,1052,Olivia,Hyderabad,Delhi,Electronics,Laptop,5,6670,33350
1130,2024-04-10,1080,Emma,Hyderabad,Telangana,Electronics,Laptop,8,32620,260960
1131,2025-08-30,1073,William,Mumbai,Tamil Nadu,Electronics,Mouse,3,5857,17571
1132,2024-03-14,1075,James,Bangalore,Tamil Nadu,Furniture,Desk,2,7621,15242
1133,2025-02-15,1064,Olivia,Pune,Karnataka,Accessories,Webcam,6,16932,101592
1134,2025-07-31,1067,James,Hyderabad,Tamil Nadu,Accessories,Webcam,3,45125,135375
1135,2024-07-28,1054,Alice,Delhi,Karnataka,Accessories,Headphones,9,36623,329607
1136,2025-12-04,1094,Michael,Delhi,Karnataka,Furniture,Desk,1,30666,30666
1137,2024-01-01,1020,Alice,Chennai,Maharashtra,Electronics,Monitor,8,6825,54600
1138,2024-07-23,1063,Olivia,Delhi,Karnataka,Accessories,Headphones,10,37017,370170
1139,2025-05-22,1004,Emma,Chennai,Delhi,Electronics,Mouse,6,8771,52626
1140,2024-12-05,1007,Michael,Mumbai,Karnataka,Furniture,Desk,2,26173,52346
1141,2025-06-07,1036,David,Delhi,Karnataka,Furniture,Desk,3,20870,62610
1142,2025-03-04,1069,William,Mumbai,Maharashtra,Accessories,Headphones,5,44087,220435
1143,2025-04-29,1071,Olivia,Chennai,Maharashtra,Accessories,Webcam,1,16710,16710
1144,2025-06-22,1002,David,Hyderabad,Maharashtra,Furniture,Desk,4,753,3012
1145,2024-12-30,1074,Olivia,Chennai,Delhi,Electronics,Keyboard,1,10674,10674
1146,2024-02-21,1002,John,Delhi,Tamil Nadu,Electronics,Keyboard,5,16965,84825
1147,2025-10-12,1062,Alice,Chennai,Delhi,Electronics,Keyboard,5,13867,69335
1148,2025-12-14,1089,Alice,Bangalore,Delhi,Furniture,Table,2,12598,25196
1149,2025-02-15,1065,Robert,Chennai,Maharashtra,Accessories,USB Cable,7,1952,13664
1150,2025-12-09,1079,Sophia,Mumbai,Delhi,Electronics,Mouse,9,10034,90306
1151,2024-11-16,1072,Sophia,Bangalore,Tamil Nadu,Furniture,Chair,3,13721,41163
1152,2025-03-27,1038,Sophia,Hyderabad,Maharashtra,Accessories,Headphones,1,11172,11172
1153,2024-10-26,1089,James,Delhi,Tamil Nadu,Electronics,Mouse,3,33230,99690
1154,2024-06-25,1089,Alice,Pune,Delhi,Accessories,Headphones,2,19107,38214
1155,2024-01-31,1062,David,Mumbai,Telangana,Accessories,Webcam,7,27240,190680
1156,2024-03-01,1069,Sophia,Pune,Delhi,Electronics,Monitor,2,48170,96340
1157,2024-07-04,1038,Emma,Mumbai,Karnataka,Accessories,Webcam,1,27691,27691
1158,2025-12-19,1030,David,Chennai,Telangana,Furniture,Chair,9,31629,284661
1159,2024-12-02,1097,David,Mumbai,Delhi,Furniture,Desk,6,5011,30066
1160,2025-11-16,1042,Michael,Pune,Tamil Nadu,Electronics,Keyboard,2,32622,65244
1161,2025-12-28,1019,Alice,Pune,Telangana,Furniture,Table,1,18463,18463
1162,2025-01-10,1093,Sophia,Delhi,Karnataka,Accessories,Headphones,6,48093,288558
1163,2025-03-09,1078,John,Chennai,Tamil Nadu,Furniture,Chair,8,29947,239576
1164,2025-03-24,1083,John,Hyderabad,Delhi,Accessories,Headphones,9,27300,245700
1165,2024-11-04,1100,Emma,Mumbai,Karnataka,Furniture,Table,5,4453,22265
1166,2025-02-17,1098,Michael,Pune,Tamil Nadu,Electronics,Keyboard,4,19027,76108
1167,2024-12-12,1023,John,Mumbai,Tamil Nadu,Furniture,Table,8,15214,121712
1168,2024-11-26,1004,Emma,Chennai,Maharashtra,Electronics,Monitor,8,5547,44376
1169,2025-12-22,1097,William,Pune,Karnataka,Furniture,Table,1,17168,17168
